Generation,Ticks,Hunger,Violence,Laziness,Metabolism,Style
1,16,0.10124000000000002,0.100995,0.10060500000000003,0.099865,0.10075999999999997
2,16,0.10017500000000001,0.10179000000000003,0.101175,0.09970500000000003,0.10006000000000002
3,17,0.09957000000000006,0.10244500000000002,0.10084999999999995,0.10053500000000007,0.10069
4,16,0.09926499999999999,0.10242,0.09974,0.10281000000000003,0.10151500000000004
5,16,0.099535,0.10332999999999998,0.09959499999999996,0.10291500000000008,0.10065500000000004
6,18,0.100485,0.1029,0.10000999999999999,0.10490999999999996,0.10116999999999997
7,18,0.100385,0.10217500000000009,0.10062500000000003,0.10742000000000006,0.10196
8,19,0.10002000000000001,0.10284,0.10056000000000002,0.10900000000000007,0.10183499999999998
9,17,0.099225,0.10218500000000005,0.10037500000000009,0.11009499999999994,0.10058000000000006
10,17,0.10018499999999998,0.10373500000000002,0.10213999999999994,0.11101000000000001,0.09991499999999999
11,19,0.09963999999999994,0.10357500000000001,0.10114000000000001,0.112535,0.09966499999999996
12,18,0.09758499999999998,0.10410000000000003,0.10094499999999998,0.11360999999999995,0.09877499999999996
13,16,0.09755499999999995,0.10451000000000005,0.10195500000000003,0.11393500000000008,0.09995000000000001
14,20,0.09869999999999994,0.10328999999999999,0.10077000000000008,0.11682000000000002,0.10249999999999997
15,18,0.10053500000000001,0.10252000000000004,0.10085000000000001,0.11797999999999999,0.10291999999999993
16,17,0.09953999999999999,0.10113499999999999,0.099665,0.12002999999999998,0.10316999999999997
17,19,0.09855499999999999,0.10087000000000002,0.09867,0.12156000000000006,0.10511500000000003
18,18,0.09873000000000001,0.10079500000000001,0.099175,0.12273000000000009,0.10518000000000001
19,19,0.09947000000000009,0.10027499999999995,0.09894999999999998,0.12352999999999997,0.1049850000000001
20,19,0.10007499999999998,0.10084000000000001,0.09924000000000004,0.12360000000000008,0.10498000000000002
21,20,0.10052000000000001,0.10074,0.09778500000000002,0.125075,0.10432500000000004
22,19,0.09989500000000001,0.10006499999999997,0.09791999999999998,0.12527000000000002,0.10560499999999999
23,22,0.10008000000000011,0.10037000000000001,0.09770000000000001,0.12568000000000004,0.10574
24,19,0.10054000000000009,0.10069500000000005,0.09781999999999993,0.12574000000000007,0.10640499999999996
25,20,0.10131,0.10153500000000001,0.09704000000000004,0.12693500000000005,0.10665000000000001
26,21,0.10100499999999996,0.10123999999999997,0.09645999999999992,0.12695000000000004,0.10541999999999999
27,20,0.10187000000000002,0.10221,0.09509999999999995,0.1270100000000001,0.10344000000000003
28,21,0.10309499999999998,0.102395,0.09320499999999995,0.12685,0.103755
29,22,0.1040350000000001,0.10291499999999999,0.09318499999999996,0.128185,0.10220500000000006
30,19,0.10532000000000002,0.10219999999999999,0.09309500000000004,0.12932500000000002,0.10170500000000002
31,20,0.10577,0.101555,0.09282999999999995,0.12993000000000005,0.10071499999999994
32,20,0.10647499999999999,0.10132500000000003,0.09226000000000002,0.13110999999999995,0.10131999999999997
33,20,0.10459,0.10127999999999997,0.092255,0.130305,0.10064000000000001
34,19,0.10565999999999999,0.10193999999999999,0.09268500000000003,0.13033499999999998,0.10126000000000004
35,22,0.10422000000000009,0.10064500000000001,0.09254500000000002,0.13214000000000004,0.10051
36,20,0.10327499999999995,0.10004499999999997,0.09240499999999996,0.13299500000000003,0.10051000000000002
37,20,0.103005,0.09927499999999996,0.09185999999999998,0.13412999999999994,0.09909000000000004
38,20,0.10357999999999999,0.09881000000000005,0.09148500000000004,0.13405999999999996,0.09769499999999999
39,21,0.10422999999999995,0.09832499999999998,0.092015,0.13413000000000008,0.09632000000000003
40,21,0.10580000000000002,0.09895000000000007,0.09136500000000003,0.13463999999999995,0.09517499999999998
41,21,0.10509500000000002,0.09872500000000002,0.089835,0.13485500000000009,0.09639499999999993
42,19,0.10468499999999996,0.09905499999999996,0.08950999999999999,0.13489499999999993,0.09730999999999998
43,22,0.10367500000000003,0.09763500000000003,0.08942499999999992,0.135555,0.09755500000000004
44,24,0.1046750000000001,0.09785499999999998,0.08913499999999998,0.13664500000000002,0.09846500000000004
45,23,0.10524999999999997,0.09763999999999999,0.08914000000000008,0.13752499999999995,0.09814499999999998
46,21,0.10499500000000012,0.09787500000000002,0.08999500000000003,0.13773500000000002,0.10016499999999999
47,22,0.10529,0.09809000000000001,0.09114500000000003,0.13775500000000004,0.10043499999999994
48,20,0.10521500000000003,0.098575,0.08964999999999997,0.13784000000000002,0.10193999999999999
49,21,0.10641000000000003,0.09893500000000005,0.09128999999999995,0.13849999999999996,0.10252499999999999
50,27,0.10664999999999993,0.09948000000000004,0.08988500000000003,0.14071999999999998,0.10215
