Generation,Ticks,Hunger,Violence,Laziness,Metabolism,Style
1,47,0.10003500000000001,0.09935000000000002,0.09982999999999995,0.09962499999999999,0.09966499999999998
2,45,0.09936000000000002,0.10072500000000004,0.10007999999999999,0.101215,0.09893500000000001
3,45,0.09736500000000001,0.09958999999999998,0.10033000000000004,0.10254999999999993,0.09821499999999997
4,44,0.09724999999999998,0.09924999999999994,0.09998499999999995,0.10223,0.09893
5,46,0.09827499999999995,0.09872499999999997,0.09924499999999999,0.10398999999999999,0.099595
6,48,0.09886499999999998,0.09938000000000002,0.09826499999999998,0.10621500000000009,0.09951499999999996
7,50,0.10006999999999998,0.10003500000000005,0.09833,0.10774999999999997,0.09934500000000003
8,52,0.10072499999999998,0.10091500000000002,0.09805499999999995,0.10965999999999994,0.09910000000000008
9,51,0.10148500000000002,0.10085000000000006,0.09850500000000005,0.11044499999999997,0.09994000000000001
10,51,0.10286499999999997,0.09853499999999998,0.09765999999999997,0.11166500000000007,0.09983999999999997
11,52,0.10044000000000006,0.10061499999999998,0.097975,0.11311500000000006,0.09928000000000001
12,53,0.10113000000000005,0.1012600000000001,0.09814500000000007,0.11421999999999995,0.09962500000000003
13,47,0.10099499999999997,0.10063500000000007,0.09884500000000004,0.11489500000000007,0.097755
14,48,0.10115999999999997,0.10053000000000001,0.09919500000000005,0.11480000000000003,0.09768999999999999
15,50,0.10084499999999999,0.10196999999999999,0.09962000000000001,0.11451499999999996,0.09793000000000003
16,52,0.101365,0.10127000000000004,0.09983500000000001,0.11584499999999999,0.09705499999999999
17,50,0.10046500000000005,0.10186499999999996,0.09975500000000004,0.11620500000000002,0.09928500000000001
18,56,0.09980000000000004,0.10158999999999999,0.099545,0.11872499999999998,0.099935
19,50,0.09902499999999997,0.10150500000000007,0.09945000000000004,0.11958000000000002,0.10044999999999997
20,51,0.10025499999999994,0.10187000000000002,0.099085,0.11973500000000006,0.09983499999999995
21,54,0.09972000000000003,0.10241000000000003,0.09977,0.12157000000000005,0.10009500000000003
22,59,0.09943000000000003,0.10188000000000003,0.09982000000000006,0.12113499999999998,0.09923000000000004
23,52,0.09894499999999999,0.10150500000000001,0.09902,0.12087999999999992,0.09653000000000002
24,54,0.09905999999999997,0.10261000000000005,0.098265,0.12313999999999993,0.09827999999999998
25,53,0.09985999999999999,0.10401500000000002,0.09835999999999999,0.12413000000000007,0.09740499999999999
26,52,0.09910999999999996,0.10405000000000005,0.09908999999999998,0.12443499999999996,0.09707000000000003
27,52,0.09933499999999999,0.10385499999999998,0.09827500000000003,0.12427499999999998,0.098675
28,53,0.10074500000000006,0.10382000000000008,0.09869499999999995,0.12550499999999995,0.09836
29,54,0.10203999999999999,0.10316000000000003,0.09778999999999996,0.12557500000000002,0.09754
30,57,0.10366499999999995,0.10412500000000001,0.09795000000000002,0.12587000000000007,0.09794999999999998
31,54,0.10377000000000004,0.10438499999999999,0.09812,0.12587500000000004,0.09886999999999999
32,53,0.10278500000000003,0.10461500000000003,0.09871999999999997,0.12534000000000006,0.09773500000000006
33,59,0.10317000000000003,0.10451,0.09945000000000002,0.12567,0.09870999999999999
34,54,0.10221999999999998,0.10401000000000002,0.09871999999999995,0.12607500000000002,0.09757500000000008
35,53,0.10275999999999998,0.10435999999999991,0.09803000000000005,0.12488500000000005,0.098245
36,52,0.10149499999999997,0.10331500000000003,0.09704499999999998,0.12441,0.09773000000000001
37,53,0.10038,0.10291499999999999,0.09711000000000006,0.12630000000000005,0.09790499999999992
38,55,0.100555,0.10363,0.096835,0.12721500000000005,0.09659500000000007
39,57,0.10019,0.10238,0.09634999999999999,0.127615,0.09633999999999998
40,56,0.10055000000000006,0.10316499999999998,0.09636999999999993,0.12706999999999993,0.09635500000000004
41,55,0.10005000000000001,0.10296999999999996,0.095595,0.12703499999999995,0.09679499999999998
42,55,0.10052499999999999,0.10401500000000001,0.09593000000000003,0.12832500000000002,0.09728000000000003
43,55,0.09941499999999998,0.10311999999999998,0.09691999999999996,0.12836499999999998,0.097075
44,52,0.09904000000000002,0.10387999999999999,0.09535999999999997,0.12917999999999996,0.09617000000000003
45,54,0.09942000000000001,0.10445999999999998,0.09518,0.12889,0.09628000000000003
46,53,0.09971999999999999,0.10428000000000003,0.09487500000000004,0.12986500000000004,0.09572500000000005
